Kode Indikator,Nama Indikator,Parent/ Child,Definisi,Rumus Perhitungan,Klasifikasi,Satuan,Indikator RPJPN,Indikator RPJMN,Indikator SDGs,Indikator SIPD,Tagging RAD,Has Child?
02.01.061,Utilisasi Industri Logam Dasar,Parent,Utilisasi menunjukkan kapasitas industri Logam Dasar (KBLI 24) yang telah dimanfaatkan yang dihitung berdasarkan total produksi dibagi kapasitas nasional,Perbandingan antara output aktual produksi Logam Dasar Besi dan Baja dan turunannya dibagi output potensial produksi kelapa dan turunannya pada periode tertentu. Tingkat utilitas industri Logam Dasar Besi dan Baja = (Output Aktual produksi Logam Dasar Besi dan Baja/ Potensial Output produksi Logam Dasar Besi dan Baja) x 100,"Wilayah Administrasi: Nasional, Provinsi",persen,,05.01.18.01.02 - Utilisasi Industri Logam Dasar,,,INDUSTRI,No
02.01.062,Utilisasi Industri Pengolahan Garam Industri,Parent,"Garam industri adalah garam yang digunakan sebagai bahan baku maupun bahan penolong bagi industri lain. Garam industri digunakan untuk kebutuhan farmasi, kosmetik, tekstil, dan sebagainya. Garam industri memiliki NaCl minimal 97%. Khusus untuk industri pangan, kadar Ca dan Mg < 600 ppm.",Volume produksi/kapasitas terpasang,,persen,,02.22.04.01.03 - Utilisasi Industri Pengolahan Garam Industri,,,INDUSTRI,No
02.01.063,Utilisasi Industri Pengolahan Hasil Laut,Parent,"Utilisasi menunjukkan kapasitas produksi industri pengolahan hasil laut (KBLI 10219, 10221, 1022, 10296, 10298, 10299) yang telah dimanfaatkan, yang dihitung berdasarkan total produksi dibagi kapasitas nasional",Perbandingan antara output aktual produksi industri pengolahan hasil laut dibagi output potensial industri pengolahan hasil laut pada periode tertentu. Tingkat utilisasi industri pengolahan hasil laut = (Output Aktual Produksi Industri Pengolahan Hasil Laut/Potensial Output Produksi Industri Pengolahan Hasil Laut) x 100,"Wilayah Administrasi: Nasional, Provinsi",persen,,02.22.04.01.04 - Utilisasi Industri Pengolahan Hasil Laut,,,INDUSTRI,No
02.01.064,Utilisasi Industri Pengolahan Kelapa,Parent,"Utilisasi menunjukkan kapasitas industri pengolahan kelapa yang telah dimanfaatkan yang dihitung berdasarkan total produksi dibagi kapasitas nasional. Yang dimaksud dengan industri pengolahan kelapa adalah seluruh industri yang berada pada KBLI: 10422, 10423, 10773, 32905",Perbandingan antara output aktual produksi kelapa dan turunannya dibagi output potensial produksi kelapa dan turunannya pada periode tertentu. Tingkat utilisasi industri pengolahan kelapa = (Output Aktual Produksi Kelapa dan Turunannya/Potensial Output Produksi Kelapa dan Turunannya) x 100,"Wilayah Administrasi: Nasional, Provinsi",persen,,05.01.06.01.04 - Utilisasi Industri Pengolahan Kelapa,,,INDUSTRI,No
02.01.065,Utilisasi Industri Pengolahan Rumput Laut,Parent,Utilisasi menunjukkan kapasitas industri pengolahan rumput laut yang telah dimanfaatkan yang dihitung berdasarkan total produksi dibagi kapasitas nasional. Yang dimaksud dengan industri pengolahan rumput laut adalah seluruh industri yang berada pada KBLI: 10298,Perbandingan antara output aktual produksi produk olahan rumput laut dibagi output potensial produksi produk olahan rumput laut pada periode tertentu. Tingkat utilisasi industri pengolahan rumput laut = (Output Aktual Produksi Produk Olahan Rumput Laut/ Potensial Output Produksi Produk Olahan Rumput Laut) x 100,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,05.01.07.01.03 - Utilisasi Industri Pengolahan Rumput Laut,,,INDUSTRI,No
02.01.066,Utilisasi Industri Pesawat Terbang dan Perlengkapannya,Parent,Utilisasi menunjukkan kapasitas industri pesawat terbang dan perlengkapannya (KBLI 303) yang telah dimanfaatkan yang dihitung berdasarkan total produksi dibagi kapasitas nasional,Perbandingan antara output aktual produksi pesawat terbang dan perlengkapannya dibagi output potensial produksi pesawat terbang dan perlengkapannya pada periode tertentu. Tingkat utilitas pesawat terbang dan perlengkapannya = (Output Aktual produksi pesawat terbang dan perlengkapannya/ Potensial Output produksi pesawat terbang dan perlengkapannya) x 100,"Wilayah Administrasi: Nasional, Provinsi",persen,,05.01.13.01.01 - Utilisasi Industri Pesawat Terbang dan Perlengkapannya,,,INDUSTRI,No
02.01.067,Volume Produksi Pembuatan Kapal,Parent,"Volume pembangunan kapal baru mengacu pada total kapasitas atau jumlah kapal yang direncanakan dan diproduksi dalam suatu periode tertentu di galangan kapal. Konsep ini mencakup berbagai aspek, mulai dari kapasitas produksi galangan, jenis kapal yang dibangun, hingga volume pesanan yang diterima oleh industri maritim HS: 89 KBLI: 30111",Jumlah volume dari seluruh kapal baru yang dibangun dalam periode waktu berjalan,"Wilayah Administrasi: Nasional, Provinsi",ribu tonase bobot mati,,02.22.05.01.002 - Volume Produksi Pembuatan Kapal,,,INDUSTRI,No
02.01.068,Volume Reparasi Kapal,Parent,"Volume reparasi kapal mengacu pada jumlah atau kapasitas kapal yang dapat diperbaiki dalam periode tertentu di suatu galangan kapal. Konsep ini mencakup berbagai kegiatan perbaikan, pemeliharaan, dan overhaul (pembaruan besar) kapal untuk memastikan kapal tetap layak beroperasi sesuai dengan standar keselamatan dan operasional maritim HS: 89 KBLI: 33151",Jumlah volume dari seluruh kapal yang dilakukan reparasi dalam periode waktu berjalan,"Wilayah Administrasi: Nasional, Provinsi",ribu tonase bobot mati,,02.22.05.01.001 - Volume Reparasi Kapal,,,INDUSTRI,No
02.02.001,Ekspor Barang dan Jasa,Parent,"Ekspor didefiniskan sebagai transaksi alih kepemilikan (ekonomi) atas barang dan jasa antara residen suatu perekonomian dengan nonresiden. Suatu unit institusi didefinisikan sebagai residen dari wilayah ekonomi sebuah negara, jika unit institusi tersebut memiliki pusat kepentingan ekonomi yang utama di dalam wilayah ekonomi dan unit institusi ini terlibat dalam aktivitas atau transaksi ekonomi untuk periode waktu yang lama, umumnya ditetapkan minimal satu tahun. Ekspor barang menggunakan prinsip pencatatan dengan basis akrual di mana untuk barang dicatat saat terjadi alih kepemilikan yang pendekatannya menggunakan waktu pencatatan pada dokumen kepabeanan, sedangkan untuk ekspor jasa dicatat saat jasa tersebut disediakan atau diberikan. Ekspor barang dan jasa (% PDB) merupakan share ekspor barang dan jasa terhadap PDB Nasional.","Ekspor Barang dan Jasa (% PDB) = (Ekspor Barang dan Jasa ADHB / PDB ADHB) x 100%

Ekspor Barang dan Jasa: Total Ekspor Barang dan Jasa Atas Dasar Harga Berlaku (komponen dalam
PDB menurut Pengeluaran) (satuan: Miliar Rupiah)
PDB ADHB: Produk Domestik Bruto Atas Dasar Harga Berlaku (satuan: Miliar Rupiah)","Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,22 - Ekspor Barang dan Jasa (% PDB),05.02.03 - Ekspor Barang dan Jasa,,000039 - Ekspor Barang dan Jasa,PERDAGANGAN,No
02.02.002,Indeks diversifikasi ekspor,Parent,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.","Pulau: Sumatera, Jawa, Bali-Nusra, Kalimantan, Sulawesi, Papua-Maluku",-,,,,,PERDAGANGAN,Yes
02.02.002.001,Indeks diversifikasi ekspor di Pulau Sumatera,Child,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.",Wilayah Administrasi: Provinsi,-,,05.05.01.04.01 - Indeks diversifikasi ekspor di Pulau Sumatera,,,PERDAGANGAN,Yes
02.02.002.002,Indeks diversifikasi ekspor di Pulau Jawa,Child,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.",Wilayah Administrasi: Provinsi,-,,05.05.01.04.02 - Indeks diversifikasi ekspor di Pulau Jawa,,,PERDAGANGAN,Yes
02.02.002.003,Indeks diversifikasi ekspor di Pulau Bali-Nusra,Child,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.",Wilayah Administrasi: Provinsi,-,,05.05.01.04.03 - Indeks diversifikasi ekspor di Pulau Bali-Nusra,,,PERDAGANGAN,Yes
02.02.002.004,Indeks diversifikasi ekspor di Pulau Kalimantan,Child,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.",Wilayah Administrasi: Provinsi,-,,05.05.01.04.04 - Indeks diversifikasi ekspor di Pulau Kalimantan,,,PERDAGANGAN,Yes
02.02.002.005,Indeks diversifikasi ekspor di Pulau Sulawesi,Child,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.",Wilayah Administrasi: Provinsi,-,,05.05.01.04.05 - Indeks diversifikasi ekspor di Pulau Sulawesi,,,PERDAGANGAN,Yes
02.02.002.006,Indeks diversifikasi ekspor di Pulau Papua-Maluku,Child,"Indeks Diversifikasi Ekspor Per Pulau adalah ukuran yang menunjukkan variasi produk yang diekspor oleh pulau tersebut. Indikator ini bertujuan untuk mengurangi ketergantungan pada beberapa jenis produk ekspor dengan memperluas ragam produk yang diekspor. Indeks ini dihitung menggunakan Hirschman-Herfindahl Index (HHI), yang mengukur tingkat konsentrasi ekspor berdasarkan kategori produk dengan kode HS 2 Digit di setiap provinsi. Semakin rendah nilai HHI, semakin terdiversifikasi ekspor barang dari provinsi-provinsi di Pulau [Nama Pulau], yang menandakan ketergantungan yang lebih rendah pada beberapa jenis produk saja dan meningkatkan stabilitas ekonomi ekspor daerah.","HHI = (?[j=1, ni] ( (xij/Xi)^2 - 1/ni) ) / (1 - 1/ni)
xij = nilai ekspor
ni = jumlah produk
Xi =  nilai ekspor

Indikator ini kemudian dihitung dengan merata-ratakan HHI provinsi di setiap pulau.",Wilayah Administrasi: Provinsi,-,,05.05.01.04.06 - Indeks diversifikasi ekspor di Pulau Papua-Maluku,,,PERDAGANGAN,Yes
02.02.003,Indeks Keberdayaan Konsumen,Parent,"Indeks Keberdayaan Konsumen merupakan indeks yang mengukur kesadaran, pemahaman dan kemampuan menerapkan hak dan kewajiban konsumen dalam berinteraksi dengan pasar. Indeks Keberdayaan Konsumen (IKK) mengambarkan kondisi keberdayaan konsumen.","Indeks Keberdayaan Konsumen diukur melalui survey eksternal yang menghitung tingkat keberdayaan berdasarkan tahapan pra-pembelian, pembelian, dan pasca pembelian.",,,,05.05.08.05.01 - Indeks Keberdayaan Konsumen,,,PERDAGANGAN,No
02.02.004,Inflasi Harga Bergejolak,Parent,"Kecenderungan naiknya harga dalam suatu periode, dari suatu kumpulan pangan bergejolak yang dikonsumsi oleh penduduk/rumah tangga dalam kurun waktu tertentu.",,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.15.01.01.01 - Inflasi Harga Bergejolak,,,PERDAGANGAN,No
02.02.005,Nilai Ekspor Ekonomi Kreatif,Parent,"Ekspor Ekonomi Kreatif adalah pendapatan dikarenakan kegiatan jual beli produk ekonomi kreatif ke luar negeri dalam kurun waktu satu tahun, dihitung menggunakan Referensi HS Ekraf KBLI BPS 2015 yang mengacu kepada BTKI 20217.",Penjumlahan nilai ekspor ekonomi kreatif menggunakan klasifikasi HS Ekraf KBLI BPS 2015 yang mengacu pada BTKI 2017,,miliar dolar Amerika Serikat,,05.05.05.01.03 - Nilai ekspor ekonomi kreatif,,,PERDAGANGAN,No
02.02.006,Jumlah pelaku usaha yang melakukan ekspor,Parent,Merupakan jumlah pelaku usaha yang melakukan ekspor yang tercatat dalam sistem Bea Cukai.,Berdasarkan data sistem pencatatan Bea Cukai yaitu CEISA (Customs-Excise Information System and Automation),,pelaku usaha (kumulatif),,05.05.03.01.02 - Jumlah pelaku usaha yang melakukan ekspor,,,PERDAGANGAN,No
02.02.007,Jumlah PTA/FTA/CEPA yang terselesaikan,Parent,Jumlah Preferential Trade Agreement (PTA)/ Free Trade Agreement (FTA)/ Comprehensive Economic Partnership Agreement (CEPA) yang terselesaikan adalah jumlah Perundingan Perdagangan Internasional yang dilakukan oleh Pemerintah Indonesia dengan pemerintah negara mitra PTA/FTA/CEPA yang terselesaikan dalam rangka untuk meningkatkan akses pasar produk Indonesia ke negara mitra PTA/FTA/CEPA sehingga daya saing relatif produk Indonesia meningkat dibandingkan produk negara lain di pasar negara mitra PTA/FTA/CEPA.,Jumlah perjanjian perdagangan internasional (PTA/FTA/CEPA) yang ditandatangan oleh Indonesia/ASEAN dan negara mitra PTA/FTA/CEPA.,"Sektor; Jenis Perundingan: PTA, FTA, CEPA",kesepakatan,,02.09.04.01.03 - Jumlah PTA/FTA/CEPA yang terselesaikan,17.10.1.(a) - Jumlah PTA/FTA/CEPA yang disepakati.,000339 - Jumlah PTA/FTA/CEPA yang disepakati,PERDAGANGAN,No
02.02.008,Jumlah usaha e-commerce,Parent,"Kemajuan teknologi yang didukung dengan infrastruktur dan kemudahan regulasi, telah mendorong pertumbuhan dan perkembangan usaha berbasis digital. Kategori usaha yang dilakukan survei oleh BPS mencakup (1) perdagangan besar dan eceran, reparasi mobil dan sepeda motor; (2) penyediaan akomodasi dan penyediaan makan minum; (3) industri pengolahan; (4) jasa lainnya; (5) pengangkutan dan pergudangan; (6) informasi dan komunikasi; (7) pertanian, kehutanan, dan perikanan; (8) aktivitas penyewaan dan sewa guna usaha; (9) Pendidikan; (10) aktivitas Kesehatan manusia dan aktivitas social; (11) aktivitas professional, ilmiah, dan teknis; (12) kesenian, hiburan, dan rekreasi. Indikator ini menunjukkan jumlah usaha yang mencakup seluruh kategori tersebut di atas yang telah tergabung dalam e-commerce atau telah melakukan penjualan secara digital (online) dalam suatu pulau.",Berdasarkan publikasi “Statistik E-commerce 2022/2023” yang dirilis oleh Badan Pusat Statistik menggunakan metode survei. Merupakan penjumlahan dari provinsi-provinsi di suatu pulau.,"Pulau: Sumatera, Jawa, Bali-Nusra, Kalimantan, Sulawesi, Papua-Maluku",unit (kumulatif),,,,,PERDAGANGAN,Yes
